frameNumber,hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
5,231332003,0,4,15,3,216,87
5,233713957,0,4,16,8,49,213
5,234191396,0,4,16,15,122,214
5,238135298,0,4,18,11,168,248
5,240232435,0,4,19,11,167,7
5,240436176,0,4,19,14,195,42
5,244839461,0,4,21,17,244,213
5,246427853,0,4,22,10,48,45
5,246561564,0,4,22,12,59,222
5,248252530,0,4,23,6,8,136
5,248662175,0,4,23,12,72,91
5,248814707,0,4,23,14,156,135
5,250947503,0,4,24,15,39,75
5,251199142,0,4,24,18,254,84
5,252507434,0,4,25,6,245,208
5,258884231,0,4,28,8,66,115
5,259214950,0,4,28,13,78,148
5,430558039,1,3,14,2,203,163
5,430562682,1,3,14,2,221,128
5,433504865,1,3,15,15,194,153
5,434678383,1,3,16,1,170,139
5,503973081,1,4,17,4,4,33
5,504790383,1,4,17,16,125,139
5,505918217,1,4,18,1,179,241
5,508016120,1,4,19,1,181,2
5,674084225,2,3,2,6,181,121
5,703182037,2,3,16,2,180,37
5,703228726,2,3,16,3,107,196
5,703228981,2,3,16,3,108,197
5,703238687,2,3,16,3,146,219
5,703244295,2,3,16,3,168,243
5,705343215,2,3,17,3,174,11
5,711782081,2,3,20,5,238,57
5,741092021,2,4,2,6,42,69
5,785135078,2,4,23,6,53,20
6,275721,0,1,1,4,203,241
6,416612,0,1,1,6,165,150
6,67546496,0,2,1,6,83,122
6,69488289,0,2,2,4,178,89
6,141914344,0,3,4,14,112,18
6,141968709,0,3,4,15,69,181
6,149627583,0,3,8,4,34,59
6,152372401,0,3,9,14,4,73
6,166337211,0,3,16,3,26,63
6,172581445,0,3,19,2,98,181
6,173080214,0,3,19,9,254,100
6,177707994,0,3,21,16,155,32
6,179858775,0,3,22,17,109,163
6,181419128,0,3,23,9,60,130
6,181791004,0,3,23,14,233,222
6,206916355,0,4,3,15,75,247
6,209012974,0,4,4,15,72,12
6,213276659,0,4,6,16,87,7
6,218756153,0,4,9,3,244,193
6,221533216,0,4,10,14,84,218
6,239643855,0,4,19,2,172,43
6,245960536,0,4,22,3,15,162
6,246411383,0,4,22,9,240,131
6,253236687,0,4,25,18,21,43
6,255303712,0,4,26,17,160,218
6,256864619,0,4,27,9,113,143
