tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
4110494,[25.8198815],[24.8564401],[0.15655152],[0.20802845],8,[],0
4110721,[23.92703048],[23.75489252],[0.07130119],[0.24181805],80,"[214887942, 75637264, 315411, 210748443, 210491937, 75683361, 75569197, 214813754, 179136058, 6362701, 6374488, 213103192, 181301342, 143659622, 143401064, 75757672, 254606961, 146113664, 2257541, 75787912, 179210888, 2367115, 2287761, 69346971, 2184351, 179181728, 145800886, 146016447, 215278791, 254675670, 147744473, 147884764, 147765471, 254644971, 69375727, 214967025, 216985333, 212869378, 214958852, 214841604, 256753420, 6611216, 145639199, 6431529, 145557297, 171826, 252629304, 177252155, 75579708, 6478143, 257274178, 177148740, 69372237, 214732109, 257023316, 69274471, 69397351, 69472107, 69630832, 6425457, 69293943, 181819256, 179421055, 181570948, 179206028, 2166160, 6578074, 252617117, 2517936, 254892466, 2237894, 69521362, 179261907, 254671323, 147810783, 216918502, 77915121, 217056243, 216938995]",79
4110728,[20.44983237],[19.89205796],[-0.12471761],[-1.72149396],5,[],0
4110791,[14.18213155],[13.52689536],[-0.1640651],[1.65009274],8,[],0
4111406,[14.50069408],[12.75989459],[0.27890258],[0.5070266],10,"[202543123, 240940, 137591509, 69436095]",4
4111415,[19.68020598],[11.24954265],[-0.52782965],[1.06436542],6,[],0
4111436,[14.46198979],[12.20654799],[0.31819514],[0.71880721],4,[],0
4111454,[29.01834318],[25.50402439],[-0.27038114],[-1.40496086],9,"[154171585, 426680231, 8765449, 431016878, 514706193, 441315095, 10862072, 223320601, 80076990]",9
4112292,[26.96051999],[12.75381396],[-0.59186627],[0.76620269],5,[],0
4112326,[23.72197227],[13.51093409],[0.53893588],[1.66151174],6,[],0
4113219,[27.43364564],[27.35805207],[0.04596481],[1.12528369],12,"[139425760, 232284014, 4347825, 73551858, 232033881]",5
4114048,[15.47987467],[10.25904703],[0.47336681],[0.92934448],5,[],0
4114092,[17.65657372],[15.87888841],[0.25539515],[0.47682168],7,"[181617632, 69556729, 257106110]",3
4114130,[24.85191441],[24.0838818],[-0.13310846],[0.41868749],9,"[149439236, 375654, 254832083, 67490839, 220719583]",5
4114787,[22.9568288],[22.62078633],[0.09969087],[1.33446701],8,"[212951023, 6567828, 143769294, 75769799]",4
4114832,[18.78596751],[18.55155605],[-0.08267408],[-1.60322976],4,[],0
4115476,[13.43352582],[9.83418301],[0.41974627],[1.23133495],6,[],0
4116515,[22.99702201],[17.50777301],[-0.38564105],[-1.22089061],6,[],0
4117181,[28.81852185],[22.16794491],[-0.37882213],[1.22808505],6,[],0
4117336,[24.14067902],[24.06561137],[0.04852761],[-1.57591581],23,"[173294531, 77982181, 77988583, 173246922, 244517162, 173272013, 150224046, 221447376, 761776402, 150058098, 223630069, 705498233, 152348863]",13
4117910,[14.29842452],[14.26124662],[0.04479201],[-0.79107933],81,[],0
4118174,[22.98454924],[22.8955639],[0.05358759],[0.67715842],17,"[10928675, 156645062, 75941224, 69629994, 225813136, 135482332]",6
4118815,[16.63309947],[14.39747323],[0.29518647],[0.1590787],6,[],0
4118938,[20.99414389],[11.95310765],[0.53907775],[-1.19841966],6,[],0
4119476,[10.69500747],[9.85946658],[-0.2154169],[-1.73234557],6,[],0
4119645,[25.22729062],[9.46978332],[-0.65162633],[0.55952147],5,[],0
4119668,[19.72500405],[18.00965754],[-0.22769602],[-0.08964141],6,[],0
4119781,[19.23945321],[13.07851336],[0.46062385],[1.2987836],6,[],0
4120368,[14.83226811],[14.77420872],[-0.04413215],[-0.595376],6,[],0
4120543,[22.5126131],[22.18062347],[-0.09031624],[0.98870845],6,[],0
4121702,[22.06995984],[14.36612799],[-0.47227782],[-0.53192605],6,[],0
4122550,[25.03196315],[20.78447779],[-0.32233949],[-1.51880188],6,[],0
4122572,[17.60204994],[15.06894952],[0.30552095],[1.29663149],6,[],0
4122592,[28.57933619],[26.62664775],[-0.20093668],[-0.82479385],6,[],0
4122676,[24.68052174],[21.78911874],[-0.26576192],[-0.53968554],4,[],0
4123030,[28.08987889],[15.88490055],[-0.53192259],[-1.30060352],4,"[220890040, 79837321, 151786429, 10732728]",4
4123975,[20.95618118],[20.95575129],[0.00840936],[0.58825391],18,"[183895520, 259371206, 221523878, 152354248, 152192409, 221364848, 69581713, 257042004, 69537622, 181574233, 181522556]",11
4124366,[25.58444016],[24.15986318],[0.19045045],[-0.12329847],6,[],0
4124648,[24.82336142],[23.03135805],[-0.20675018],[-1.24622559],7,[],0
4125369,[18.76800514],[15.49123265],[0.33692451],[-1.15173031],6,[],0
4125524,[19.26833446],[17.34739098],[-0.24441254],[-1.14158156],6,[],0
4125550,[21.18203323],[21.12878268],[-0.03439472],[1.67283362],7,[],0
4126224,[8.80789282],[8.80520855],[0.01853229],[0.50876512],22,"[137464294, 2484585, 150015946, 2381210, 78046514, 71690453, 135352854, 206792375, 206636506, 69487895, 217095293, 148002686]",12
4126375,[26.14779062],[23.30397724],[-0.25569484],[-0.07596603],6,[],0
4127005,[27.73110473],[25.39112431],[-0.22415842],[-0.64897974],6,[],0
4127006,[14.17526793],[14.17524206],[0.0059214],[1.2370078],53,"[147926657, 141788674, 215335170, 215335556, 147908229, 147957505, 145904007, 217136772, 84216981, 145839254, 148052759, 147943327, 73736353, 150347171, 143713060, 210887720, 217237672, 213196970, 143731762, 217431475, 210880821, 84302261, 12913718, 214993208, 215052479, 141714242, 160592451, 4598085, 141706062, 213063121, 12997714, 4531283, 160809042, 144022233, 215154010, 143696478, 148046558, 143791201, 143914085, 160628858, 150054635, 73802864, 144070896, 143886066, 160764276, 147892342, 4529272, 214999162, 73737086]",49
4128296,[14.31635181],[14.15316288],[0.0885262],[0.56604115],23,"[219627897, 150448195, 152596436, 71630950]",4
4128348,[24.51332403],[24.37210224],[-0.05458131],[1.03713734],8,[],0
4128999,[7.71095795],[2.39116846],[0.70000579],[-0.98147951],4,[],0
4129257,[15.89227037],[14.69535512],[0.221078],[-1.39816511],4,[],0
4129317,[25.374666],[19.13700001],[-0.39168414],[-0.53100747],7,"[403319537, 86197693, 527055129]",3
4130075,[9.56641465],[6.58254211],[-0.44464942],[-0.33003413],6,[],0
4131205,[13.67298055],[8.76340308],[-0.47956953],[-0.07645912],5,[],0
4131318,[23.94258836],[21.17780573],[0.27350621],[-1.37836901],4,[],0
4131636,[21.27913823],[20.94020313],[0.10379267],[0.12390958],8,[],0
4131798,[14.2292963],[14.12235781],[-0.06304663],[0.40546273],46,"[147714435, 217054218, 258720146, 79892376, 181431837, 181519784, 69513640, 149992363, 219160493, 77919021, 181427634, 10687411, 2420917, 147853888, 149978053, 216892876, 181459540, 69572055, 181373784, 80005849, 69530208, 207457, 77825124, 183269863, 69452650, 219163883, 69414637, 217027952, 147393780, 149983352, 219151609, 77719930]",32
4131818,[25.8038241],[17.23110422],[-0.45987222],[0.29457022],6,[],0
4132419,[17.26135002],[13.83247459],[-0.35009863],[0.37757889],6,[],0
4132662,[19.15339885],[16.45009502],[0.30253762],[-0.21968098],7,[],0
4132745,[27.07837427],[22.83871582],[-0.30907496],[0.64023255],6,[],0
4133161,[27.13418575],[25.52235382],[0.19661074],[0.97597987],6,[],0
4133163,[27.44964714],[26.01490183],[-0.17489168],[-0.84526244],7,[],0
4133284,[24.94067919],[14.89334189],[0.52012271],[1.6679223],6,[],0
4133312,[24.01903712],[22.13966114],[0.22528884],[-1.20521777],6,[],0
4134118,[23.75830638],[12.41052648],[-0.56039509],[-0.53994699],5,[],0
4134401,[6.73378457],[5.7183659],[0.31288669],[0.59328781],4,[],0
4134404,[18.91093115],[18.60871869],[-0.09423084],[0.13441111],8,[],0
4134906,[17.52544702],[12.87707116],[0.41752794],[-0.71150905],7,[],0
4135094,[16.54008025],[15.39683194],[0.21188458],[0.5926139],8,[],0
4135147,[19.02629097],[18.15175957],[0.17334764],[1.55245045],10,[],0
4135151,[26.98554391],[25.21109099],[0.20671402],[0.32658001],4,[],0
4135342,[23.21297116],[22.09652827],[0.17723668],[0.51626233],6,[],0
4136182,[17.63367705],[14.00169592],[0.36654788],[-0.59549443],6,[],0
4136595,[13.12649513],[9.13101352],[-0.43884443],[-1.12461785],15,"[445605889, 81937795, 443809091, 447408361, 162318158, 443350801, 517498357, 443103547, 519176124, 521154495]",10
4136712,[22.69262125],[22.34558354],[0.10179455],[0.91261709],15,"[206852784, 137308310, 71477531, 137677630]",4
4136729,[23.23532785],[14.47971245],[0.50194054],[-1.06740212],4,[],0
4136785,[22.73285836],[12.91193448],[0.53999379],[-1.08243862],6,[],0
4137342,[26.53920035],[17.74143469],[-0.45933086],[-0.12610589],4,[],0
4137467,[28.13773591],[24.5811292],[-0.27646251],[-0.07842158],6,[],0
4138077,[14.39353405],[12.15206517],[0.31795888],[1.67173406],4,"[75716872, 6526250, 221342150, 150041742]",4
4139375,[25.19460284],[24.58344726],[0.12703251],[-1.35637488],4,[],0
4139443,[24.21988264],[14.31804837],[-0.51451324],[0.90280877],4,[],0
4139457,[24.71956614],[21.86771434],[0.27337797],[1.6535803],6,[],0
4139498,[15.82139047],[15.49737493],[-0.10736024],[0.23966642],4,[],0
4140075,[24.79824241],[21.94223905],[0.27314202],[-0.14746004],6,[],0
4140097,[21.9620195],[14.82177191],[-0.45457101],[-0.99936874],6,[],0
4140117,[21.02536677],[20.96740471],[0.04597534],[-1.4405077],12,"[238462624, 8746401, 151755427, 86282340, 237969027, 152248645, 167213460, 223542838, 77942903]",9
4140137,[25.38772756],[24.16765014],[0.17716666],[-1.72321922],11,[],0
4140152,[14.21712181],[13.49789427],[0.18169721],[1.3244271],9,[],0
4140220,[24.83140487],[23.78583256],[0.16606527],[1.07496937],10,[],0
4140957,[27.77878631],[26.38329634],[0.18105902],[-1.13274537],6,[],0
4141959,[23.24858115],[22.19688561],[0.17199498],[1.38931909],11,"[143811247, 212997563, 75872758, 688434191]",4
4142827,[21.98931123],[7.28265297],[-0.67778745],[-0.86214863],5,[],0
4142904,[27.7789592],[16.92816233],[-0.50189606],[1.67087496],4,[],0
4144032,[27.20816216],[13.79664548],[-0.57025803],[1.09092616],4,[],0
4144574,[17.44473459],[11.92189498],[-0.44815374],[-0.63768505],6,[],0
4145491,[20.10617662],[19.16471781],[-0.16520024],[-0.94489696],11,[],0
4145521,[25.39207641],[22.47259561],[0.27291137],[1.09481024],6,[],0
4145537,[23.71399064],[22.96215043],[-0.13489324],[-0.59124218],8,[],0
4146081,[21.61657195],[15.07709348],[0.4471017],[-1.67371726],6,[],0
4146873,[21.76848476],[14.9846648],[-0.44437072],[1.55698274],7,"[147562176, 432674352, 6385427, 506088693, 75611419]",5
4146883,[28.89456899],[24.65745196],[0.30841677],[-1.09104433],5,[],0
4146901,[13.3130906],[12.27174705],[-0.21554279],[0.03162317],6,[],0
4148171,[22.00563274],[15.76534614],[-0.42254416],[-0.39153956],6,[],0
4148226,[18.04877655],[15.10782785],[-0.31559776],[-1.61292277],7,[],0
4148236,[27.34443185],[25.56394217],[-0.19598709],[0.01909165],13,[],0
4148862,[25.4327033],[23.88590848],[-0.18918117],[1.47038066],10,[],0
4148980,[19.08577222],[17.50381712],[0.23182874],[1.17349445],6,[],0
4149135,[25.91070447],[6.05670022],[0.74375954],[-0.12539354],5,[],0
4150161,[19.55091692],[19.1197654],[0.12133026],[-1.19960763],18,"[177675163, 169382555, 240647757, 82175413]",4
4150288,[25.74169583],[12.49806766],[-0.5840083],[-1.31267718],5,"[79812946, 10568882, 157930420, 229117029]",4
4150712,[12.20416994],[5.12553589],[0.63451249],[0.97601017],4,[],0
4150825,[19.99424342],[16.14240474],[-0.3445039],[1.36173792],7,"[6591712, 433297540, 143598629, 73718278, 75814648, 504599164, 214837727]",7
4151683,[24.03254447],[23.46700439],[0.12518585],[1.14287788],7,[],0
4151730,[19.0367354],[10.1748377],[0.56223637],[-1.0797488],7,[],0
4152437,[27.11003857],[25.51967053],[0.19540259],[1.54762126],10,[],0
4152453,[16.7333466],[15.39080072],[-0.21838995],[-1.61582806],5,[],0
4152534,[17.01186946],[16.93997186],[-0.04604713],[1.05313637],13,"[4383138, 73592036, 139353968, 160117172, 208521626]",5
4153480,[16.9241117],[10.0958568],[0.52057183],[-0.74881235],4,[],0
4155098,[20.66359085],[8.51520828],[-0.62953327],[1.09890191],7,[],0
4155146,[26.32203614],[20.22259141],[0.38937462],[0.87891418],6,"[695638952, 71507375, 2319443, 764775207]",4
4155273,[26.20913846],[23.05820916],[-0.26935582],[0.7892223],6,[],0
4155931,[20.72816378],[14.20985615],[-0.44653009],[1.04770722],5,[],0
4155984,[23.91845692],[14.34051789],[-0.50873389],[-0.27796274],4,[],0
4156770,[15.3805545],[13.08594873],[0.31113485],[-0.46439886],5,[],0
4156784,[27.03056102],[21.82086907],[-0.34457314],[1.16839156],6,[],0
4156821,[25.87161874],[24.67251143],[0.17404971],[0.88135311],6,[],0
4157370,[23.73454844],[15.3017945],[-0.4768011],[0.36556745],5,[],0
4157415,[22.68590969],[17.06401758],[0.40309232],[0.32811922],6,[],0
4157493,[17.52267798],[14.62785395],[-0.31787847],[-0.72875603],6,[],0
