tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
6725945,[19.14695586],[19.10801744],[0.04017248],[-0.17280548],15,"[252862918, 250442635, 175237964, 183472237, 67331086, 179580943, 71540208, 183237974, 252879991, 258695866, 69429753, 174956890, 248125884]",13
6726380,[25.13756817],[24.58955601],[0.12065664],[1.48764402],7,"[75942785, 6741099, 145956809, 215138999]",4
6726561,[15.70290251],[12.87027613],[-0.33284635],[0.64863934],6,[],0
6726717,[12.11423881],[10.76284083],[-0.25911507],[1.32475434],7,[],0
6727079,[25.36949354],[21.58388196],[0.31114719],[0.82929942],6,[],0
6727286,[16.08051615],[12.26376824],[0.39424029],[-0.8074243],6,[],0
6727296,[24.92547039],[24.8098394],[0.05820214],[1.70142096],32,"[166957060, 6727429, 219708293, 148186632, 86408841, 217218575, 240335764, 166441238, 219461543, 239820968, 242342319, 150055621, 77778888, 147775049, 219215690, 77938123, 15130445, 168978256, 242496980, 169391701, 148043611, 86435423, 78029804, 219048685, 15111023, 169053936, 169132146, 8824821, 150284021]",29
6727358,[15.48581904],[11.24841733],[-0.4146146],[0.92545907],6,[],0
6727361,[27.88974584],[8.92199148],[-0.68437781],[1.65082916],4,[],0
6727999,[17.68362955],[16.13239343],[-0.22872671],[1.11980206],6,"[135111072, 258787089, 4372290, 73587631]",4
6728000,[28.55885404],[27.94071196],[0.12023868],[-0.69552149],4,[],0
6728095,[26.95384229],[25.32698775],[-0.18843397],[-0.75134477],11,"[435076864, 431084871, 437172971, 162580495, 504378898, 84274873, 508493275]",7
6728106,[19.48193539],[19.05415395],[0.12107852],[-1.61475016],12,[],0
6728143,[27.94392047],[20.42440711],[0.42064351],[1.2676008],4,"[4502953, 210995618, 73684428, 141777308]",4
6728694,[12.93919924],[9.44881678],[-0.41149485],[-0.61292997],4,[],0
6729105,[17.9551657],[17.90866044],[-0.03498578],[0.21829544],15,"[6404416, 145516675, 252516932, 214692805, 69322437, 115720, 145612393, 179152362, 214787743, 69354162, 75609907, 179247572, 2244063]",13
6729930,[19.93670746],[19.38695763],[-0.1254308],[1.345057],8,[],0
6729974,[14.06317312],[13.81183923],[-0.09995097],[1.49351735],7,[],0
6731423,[7.52388091],[7.52175685],[-0.00829236],[-0.25188934],6,"[67464681, 252828636, 175251765]",3
6731998,[22.03439273],[20.60304119],[0.20547934],[-0.79187309],6,[],0
6732085,[19.55935715],[19.32486241],[-0.08093726],[-0.29609185],5,[],0
6732882,[25.13665084],[22.62495504],[-0.24469403],[-0.74542694],6,[],0
6732986,[24.01629613],[23.65578283],[-0.09116707],[0.65217875],7,[],0
6733777,[24.68158619],[14.18669388],[-0.52567273],[-0.95809926],5,[],0
6733792,[29.15142616],[19.29565612],[-0.46421083],[-1.35091017],4,[],0
6733798,[27.47861235],[20.54961386],[0.40672117],[0.57515495],5,[],0
6733806,[23.27383325],[3.85836371],[-0.77245129],[0.37082823],4,[],0
6734258,[18.83594436],[14.42276069],[-0.38188068],[-1.47560829],6,[],0
6735274,[25.88869605],[25.80208913],[0.05015322],[-1.00854495],21,"[183577892, 154247749, 259574788, 225520836, 71578793, 2371627, 259267852, 79955546, 154498910]",9
6735575,[27.4041139],[23.55147384],[0.30192732],[0.69202042],6,[],0
6736537,[25.09978464],[13.03641506],[0.57205305],[0.9533419],4,[],0
6736538,[15.24542277],[14.67238701],[-0.14739238],[-0.99388686],6,"[252311400, 178931132, 84082893]",3
6736707,[12.52870822],[6.77931421],[-0.54820353],[1.37815655],5,"[77961097, 429428905, 149859436, 221040752, 8718707]",5
6736773,[23.86254368],[17.67497738],[0.41264517],[-0.78591098],6,[],0
6736797,[13.94672721],[11.90746056],[-0.29826865],[-0.58373512],10,[],0
6737481,[11.22195752],[8.94907936],[-0.35371458],[-0.06967477],7,[],0
6738760,[23.66675646],[18.61995132],[-0.363382],[-0.75266787],6,[],0
6738776,[25.36523393],[24.79752107],[-0.11246764],[-1.219499],10,"[156300323, 174588419, 82057450, 168360877, 10749009, 227560500, 250062773, 168309909, 166240185]",9
6738792,[15.84826338],[12.8404434],[0.35155199],[0.84792345],5,[],0
6739486,[26.31926606],[26.12172191],[-0.06299745],[0.97904306],7,"[4445670, 71556714, 164236748, 235513170, 135225589]",5
6740158,[23.36423439],[18.26758345],[0.37747732],[-0.80287966],6,"[156491536, 10855265, 227796584, 82140117]",4
6740345,[16.97050474],[13.66233782],[0.35638084],[0.53021712],7,[],0
6741457,[18.63121884],[17.59584573],[-0.18054542],[0.04472137],8,"[212381096, 350417, 201785875, 175196789, 143193399, 67466169]",6
6742056,[16.88179283],[16.88167021],[0.0027539],[1.51196498],21,"[145863237, 75767732, 86275194, 146134333, 217138397]",5
6742758,[22.29146141],[13.95793946],[-0.49010317],[0.47584487],6,"[69421678, 181252976, 256666201, 2420156, 418054111]",5
6742762,[21.21744725],[19.71597527],[0.21435772],[0.95251736],6,[],0
6742801,[3.31049939],[3.30756454],[0.02818822],[-0.34033303],12,[],0
6743460,[22.36091382],[12.20695662],[0.55471167],[1.16105434],4,[],0
6743616,[25.12768817],[15.1499732],[-0.506403],[-0.99271891],4,[],0
6743737,[26.94390998],[25.93983309],[0.15645171],[1.40289544],6,[],0
6744332,[15.73081183],[15.52094007],[0.0953884],[-0.75543124],9,[],0
6744535,[27.19592074],[16.66511711],[-0.499525],[-0.16130223],4,[],0
6745503,[26.81884995],[25.22379964],[-0.18700196],[1.74001902],5,[],0
6745595,[28.31934036],[22.93301039],[-0.3421883],[-0.97331499],6,[],0
6746562,[24.51743637],[24.05307358],[-0.10303997],[0.9046594],8,[],0
6748073,[10.31111964],[10.26363679],[0.05801321],[-0.12472225],37,"[139528965, 204514085, 86225221, 177210854, 137434311, 141626610, 252682394]",7
6748338,[23.97389316],[22.13524256],[-0.21333618],[0.5629322],6,[],0
6749089,[21.91184046],[16.39271775],[-0.39676867],[-1.50565823],6,"[441337442, 154095651, 225325104, 514747026, 79969178, 10878428]",6
6749126,[27.53376683],[25.24020678],[0.23239293],[-0.65183972],6,[],0
6749142,[13.62306172],[9.80850989],[0.42946212],[1.33968182],4,[],0
6749157,[12.28213388],[10.11985572],[0.33837417],[0.97875501],5,[],0
6749315,[26.02772457],[16.22442802],[-0.49208307],[0.22009796],4,[],0
6749328,[20.64146001],[20.61457215],[0.03312037],[-0.87111241],39,"[236236546, 162777365, 258895000, 160559899, 164474525, 257094687, 259309735, 164969899, 183728811, 258583732, 82159031, 84343233, 162668484, 259174597, 183423814, 183634891, 183846993, 71369044, 83984086, 183112024, 237833947, 10856798, 236146791, 82145383, 4551913, 71738990, 183704948, 13037429, 71660670]",29
6750718,[12.74773939],[12.74078163],[-0.01342715],[0.06954634],63,"[77756292, 14898193, 143547158, 177199640, 67257371, 252577565, 8470941, 67340446, 179549728, 67289506, 252557861, 177078310, 252542248, 257129770, 177090092, 77675693, 212829997, 177114930, 145700276, 143583157, 75596354, 179394882, 67201606, 69489096, 150603, 212721356, 67327439, 6452047, 179269329, 230868, 178900, 75660126, 177218664, 254756335, 212778863, 145753973, 8552566, 67200118, 75789433]",39
6750973,[11.30062278],[6.12897446],[-0.54738979],[-1.61804341],5,[],0
6751610,[26.66161791],[25.53503414],[0.16634933],[1.16767527],6,[],0
6752098,[26.34750259],[26.33411449],[-0.01278291],[1.00703824],51,"[137257121, 206670050, 137252419, 204347140, 211101988, 71382312, 81855306, 229475372, 12683182, 137226319, 71406639, 71384753, 12666832, 158232944, 137265755, 158204988, 141923133, 4273854]",18
6752880,[15.65915592],[9.86184423],[0.49727661],[-1.57309673],4,[],0
6753065,[13.42604903],[13.24758739],[-0.0854957],[0.40433074],12,[],0
6753901,[25.99467525],[25.77808661],[0.07636809],[0.13128865],9,"[215458147, 157900, 67264172, 146278670, 175072350]",5
6753953,[22.26774317],[22.02360551],[-0.07717869],[-0.01960888],10,[],0
6754689,[10.35967366],[9.82208354],[0.18399269],[-0.48065288],10,[],0
6755500,[23.47279688],[21.20843584],[0.24999856],[1.28025053],4,[],0
6756142,[8.01421175],[6.67027966],[0.33015536],[-0.19374154],5,[],0
6756143,[26.68224534],[24.82548173],[0.21258098],[-1.67981283],5,[],0
6756144,[23.78937837],[19.07080357],[-0.34980975],[0.14464033],6,[],0
6756372,[19.71129756],[13.07171361],[0.47303652],[-0.47226784],7,[],0
6757004,[18.33745154],[16.86156398],[0.2284713],[-0.97613037],10,"[80037241, 223534221, 154342605, 2436438]",4
6757244,[26.79201107],[25.66624713],[0.16589396],[-1.58339914],7,[],0
6757559,[9.82377129],[7.26850655],[-0.40364699],[-0.59559214],4,[],0
6757809,[15.28226129],[14.04816313],[-0.21912803],[0.5805162],6,[],0
6757819,[22.97810484],[16.86080825],[0.41831853],[1.55064586],6,[],0
6757877,[26.49327006],[25.79879098],[-0.12215542],[0.52655957],6,[],0
6760282,[25.3567879],[23.86018753],[-0.18626305],[0.9873905],6,[],0
6760300,[28.46574324],[27.62578576],[-0.12993708],[0.39693949],4,[],0
6760353,[27.10085705],[25.14298966],[0.21655534],[-1.00788601],8,[],0
6760916,[13.09208126],[12.84698768],[-0.10242065],[-0.89660203],6,[],0
6761168,[9.94056932],[9.92464137],[0.03620762],[1.47854395],9,[],0
6761844,[28.62508169],[25.26292255],[0.27584109],[-0.86894614],4,[],0
6762516,[25.94380441],[25.9356596],[-0.00900668],[-0.14784074],48,"[86248320, 171010947, 14956931, 86260107, 75865485, 141341073, 141639190, 141596718, 210771634, 208418356, 210219448, 141429079, 210604766, 170779237, 171036011, 86201199, 14944629, 15049845, 86353532, 171002494]",20
6762671,[23.6124242],[10.10761942],[-0.61977737],[0.42200902],5,[],0
6762755,[26.09865133],[24.86261334],[-0.16617358],[1.05696241],10,[],0
6763417,[24.71964218],[24.62778835],[0.05259677],[-1.51471888],4,[],0
6763512,[23.09247133],[14.03092577],[-0.50315473],[0.32765069],7,[],0
6764348,[24.21046577],[24.13258325],[0.04927496],[1.47795993],10,"[139594049, 206971425, 139885388, 73770609]",4
6764612,[28.31277576],[25.3907407],[-0.248831],[0.77624254],4,[],0
6764616,[20.37014618],[15.81462991],[0.38233807],[0.39416056],8,[],0
6765624,[11.30033734],[7.52273532],[-0.46146547],[0.63780049],4,[],0
6767856,[26.38782399],[25.74289517],[-0.11776632],[-1.10710702],12,"[250062978, 176698282, 248250954, 10760972, 229646446, 158386037, 82067861, 174895415, 12858105]",9
6768061,[16.8709629],[15.2208624],[0.25173359],[-0.52670001],4,[],0
6768078,[27.91333507],[21.59809865],[0.38460958],[-0.85948849],6,[],0
6768092,[28.60871831],[27.2309938],[-0.16761747],[0.93908176],6,"[204257368, 71399201, 137194161, 4283051]",4
6768103,[25.33529202],[22.21682394],[0.28240221],[-0.17773804],6,[],0
6768174,[14.90302304],[9.45630746],[-0.48416576],[0.22200441],7,[],0
6769119,[21.27401484],[15.09268091],[-0.42805686],[-1.45817523],7,[],0
6769135,[18.48160222],[17.78687844],[0.15712093],[0.34239156],8,[],0
6769585,[6.38804458],[4.43596219],[-0.43986091],[-0.93686116],5,[],0
6769856,[21.4098699],[6.2138746],[-0.70164524],[-1.3040295],4,[],0
6770577,[25.93590733],[25.40165818],[-0.10768082],[0.84390152],9,"[71468593, 4354738, 137266668, 204335004]",4
6770602,[17.22862083],[17.04581149],[0.08557503],[-0.4577225],11,[],0
6770697,[16.06275822],[14.71440797],[-0.2235688],[1.71935954],5,"[75690304, 149787361, 509146188]",3
6771387,[12.23588554],[9.23266378],[0.40113482],[-1.10379363],5,[],0
6771653,[28.17771019],[24.54601847],[-0.27927661],[0.77994332],6,"[2210584, 202085981, 135034269, 71425422]",4
6772196,[28.78929322],[25.43117715],[0.27488547],[-0.33672865],7,[],0
6772197,[5.32976608],[4.70152749],[-0.26670887],[1.06460145],4,[],0
6772463,[19.50382268],[19.45323319],[-0.03501418],[0.73912119],49,"[154015362, 79936803, 223191108, 71417764, 154188930, 71585703, 223356742, 135112363, 10731887, 225473232, 183468305, 71616722, 69563411, 2452624, 2380853, 152481919]",16
6772606,[17.97784262],[17.74764211],[0.09354296],[-0.79859968],4,[],0
6772643,[15.83708449],[13.82659107],[-0.27710519],[0.69962377],4,[],0
6773110,[22.25013182],[22.07512493],[-0.06460797],[0.12532023],6,"[152200, 145436698, 67263587, 214614858]",4
6773128,[23.427349],[22.56873948],[-0.14546124],[-1.51416834],6,[],0
6773150,[20.66210642],[20.63065152],[-0.02568386],[1.1476795],16,[],0
6773176,[24.06683436],[7.50830436],[0.69874012],[-0.36218735],4,[],0
6773951,[18.66507176],[18.5969645],[0.05216632],[-0.48145852],11,"[167021619, 166690415, 84032918, 204617559]",4
6774909,[17.80225751],[15.25536398],[-0.29488816],[0.89698485],4,[],0
6774938,[10.29012041],[7.91719581],[-0.37873371],[-1.01367899],7,[],0
6775782,[26.9676096],[25.76709385],[-0.16091953],[-0.48435877],6,[],0
6776469,[11.88841699],[11.87438392],[-0.02203674],[0.90143915],14,"[208555736, 156227429, 69516717]",3
6777230,[29.15548224],[29.07802089],[-0.0354942],[-0.46709839],7,[],0
6777408,[7.9712858],[7.81825023],[-0.10379792],[-1.12415835],22,"[81932352, 166484352, 172861704, 300458, 170691198, 86330481, 15060306, 174958833, 237907638, 82131096, 246248123, 175142588, 67307902]",13
6777445,[20.17278576],[18.72505333],[0.21585309],[-1.20183645],7,[],0
6777484,[26.31233301],[23.9932611],[0.23900335],[1.7022442],6,[],0
6777560,[22.13939895],[21.7705535],[-0.09631891],[-0.11730579],8,[],0
6777564,[19.46259778],[10.42595124],[-0.55171609],[1.54236931],4,[],0
6778326,[20.95911453],[16.04951239],[-0.38183305],[-0.25443077],6,"[178886, 474855305, 172805809, 407743671, 67175130, 246137722]",6
6778419,[25.99957492],[20.54288542],[0.37007476],[-0.50615429],6,[],0
6779034,[24.91554602],[20.36494051],[0.34472407],[-0.90718063],6,[],0
6779053,[20.7367299],[20.73658977],[0.00282878],[-0.46587543],45,"[12928256, 240212354, 4632581, 137493896, 204571017, 73766540, 167112852, 184034589, 204607394, 137531301, 12950571, 84338988, 84341293, 242773550, 73755313, 166873907, 84230965, 13022775, 4560697, 73854394, 166893369, 166908733, 204570306, 259495747, 166890819, 240243010, 137549131, 204624207, 135624787, 73838675, 240483283, 240260953, 84253789, 4547933, 240257629, 169404000, 202697569, 166845026, 84326244, 240279140, 15133157, 15135463, 4648040, 6729969, 15025905]",45
6779116,[15.93731971],[10.35576745],[0.4828685],[0.98461988],6,[],0
6779208,[28.74405533],[24.54102301],[-0.29824538],[-0.1615795],6,[],0
6779930,[25.64125088],[25.22421733],[0.1048319],[-1.17295083],6,[],0
6780088,[25.84006792],[20.82605729],[0.35552587],[0.45989407],9,[],0
6780124,[21.90760669],[16.98280479],[-0.3736265],[-0.66121317],6,[],0
6780825,[18.76251793],[15.29392929],[-0.33714151],[1.68988893],6,[],0
6780973,[26.25081369],[26.12890021],[0.05823127],[-0.43238968],18,[],0
6781888,[24.76020477],[24.1284484],[0.13017279],[-1.09175214],7,[],0
6781896,[27.73107754],[27.73104937],[0.00407477],[-1.05182291],76,"[229544705, 13023494, 2239114, 254772620, 13022733, 179306767, 254650769, 254859671, 69438488, 179296281, 254760859, 179185180, 229484061, 69445918, 179396382, 13005088, 158274596, 81943972, 10640166, 254722469, 252434212, 179258153, 84229547, 69480494, 229573681, 84335537, 81881782, 12994870, 10578488, 69348409, 69386554, 158212412, 84339005, 160323263, 82025975, 69296198, 81928146, 84328274, 10625366, 13003611, 13003868, 229596251, 179235679, 82071267, 158407267, 12995432, 82028780, 13027696, 231642097, 158320500, 254703095, 179063160, 158326142]",53
6781937,[15.22994341],[8.55338203],[0.54429724],[1.5432417],6,[],0
6781979,[22.40892491],[7.08992171],[-0.68644656],[0.97280499],6,[],0
6783223,[22.86752252],[22.77038583],[-0.04617457],[0.29505605],22,[],0
6784103,[11.3753347],[11.3752611],[0.00287237],[1.05198242],97,"[82015360, 77953537, 156264581, 212849035, 8651660, 77955084, 8652941, 8652942, 156319890, 8774550, 75853719, 225553440, 212856096, 4503847, 150272809, 225409834, 8751408, 8790451, 8771636, 6726712, 8775480, 225666363, 141708990, 145920959, 215105607, 156238412, 156505165, 8741965, 143674320, 6741076, 75937877, 73711190, 75937621, 75699161, 81990364, 73616220, 8671070, 225437279, 82175971, 80112357, 156377705, 6657130, 143682923, 75862382, 225487726, 150269681, 80051697, 73764727]",48
6785454,[25.87510563],[25.74117855],[0.06120618],[0.02164759],6,[],0
6785455,[22.73377758],[21.81577696],[0.16270442],[-1.69838385],7,[],0
6785649,[11.6850193],[11.67324422],[0.02971843],[1.54818889],11,"[219275236, 231982013, 160710672, 6640696, 164848345, 75845179, 221469116, 148000637]",8
6785685,[20.63673327],[11.03223597],[-0.55243224],[-0.2228549],5,[],0
6786225,[9.71592065],[7.42590397],[-0.38313436],[0.66783579],7,"[67309858, 170790658, 162156070, 172890599, 241970043, 239810751]",6
6786469,[19.03511182],[16.85877526],[-0.26242671],[-1.06361977],6,"[448191844, 82110404, 521583397, 10796113, 160397496, 231643487]",6
6786926,[10.52471109],[8.40197383],[-0.3529414],[-1.50097467],11,[],0
6787119,[16.8630899],[16.86118901],[-0.00344798],[0.93742253],11,[],0
6787717,[11.27730556],[11.10395571],[0.1020545],[1.00976074],10,[],0
6788278,[14.05157278],[7.48118972],[0.56362209],[1.31031486],6,[],0
6788292,[24.25737907],[24.01030231],[-0.07420796],[-1.11635625],10,[],0
6789180,[27.77106989],[27.63395876],[-0.05016265],[-1.68408938],7,[],0
6789742,[14.60458742],[14.46205588],[0.08226558],[0.32901881],12,"[179476245, 255106819, 69545365, 148118943]",4
6789958,[12.04250412],[11.73067753],[-0.12138934],[0.52458046],8,"[69482872, 181455377, 216873881]",3
6790574,[18.67854833],[18.05318508],[0.14850685],[-0.62445818],11,[],0
6791450,[20.56079664],[19.66007476],[-0.15958843],[0.95231832],9,[],0
6791999,[16.56809084],[12.89277998],[0.38075966],[0.19618881],6,[],0
6792001,[24.5270188],[18.82743814],[-0.38021658],[-0.96790705],6,"[158271773, 447535956, 520940301, 82103271]",4
6792197,[17.50254609],[14.8947484],[-0.30119752],[1.00532911],6,[],0
6792211,[13.04753262],[13.01333847],[-0.03522309],[-0.00462576],22,"[208845792, 250665891, 175192164, 67414718, 141391725, 67225519, 309203, 135605398, 141568406, 208638842, 75703198]",11
6792247,[18.38816124],[17.17417055],[0.20713284],[-1.38325739],9,[],0
6793022,[20.85733722],[12.94170353],[-0.49412062],[-1.36331738],4,[],0
6793050,[28.10883229],[24.07329576],[-0.29541199],[1.68836012],7,[],0
6793701,[20.94316509],[14.76947541],[0.44109381],[0.46405694],6,[],0
6793749,[22.21099043],[21.83373441],[-0.09730371],[1.6139745],8,"[77819008, 216994607, 8608624, 433243568, 504532335, 166336723, 147829598]",7
6794237,[11.34946082],[10.95779372],[0.15072354],[1.63248941],9,[],0
6795103,[27.16666912],[23.01438328],[0.3149432],[1.10422135],6,[],0
6795301,[14.72793256],[12.18113792],[-0.32556729],[1.59912891],6,[],0
6795945,[28.52135329],[15.83614366],[-0.53878196],[0.39787112],5,[],0
6795973,[25.13626418],[16.84051219],[-0.45823863],[-0.34190186],5,[],0
6796072,[14.1075034],[12.91272747],[-0.22460421],[-0.80821537],6,"[256514241, 82053922, 181030694]",3
6796708,[14.28571012],[14.24452055],[0.04691076],[0.03947995],73,"[250486147, 75773700, 6505480, 177325193, 210875515, 250736907, 67395470, 67486355, 67441044, 210849559, 143709592, 179180184, 141325337, 143773339, 252787609, 75712541, 370336, 294571, 210820140, 67177261, 288172, 250700588, 67176626, 6588727, 254805688, 175018301, 250659390, 377535, 75865152, 175143488, 143800258, 75665733, 210784072, 67310795, 75795787, 210847821, 8762062, 75835470, 254634832, 143774289, 177369299, 179349208, 143741785, 177333210, 8666079, 210863967, 195939, 77967843, 143603431, 177289964, 143659373, 252785004, 210506223, 177321328, 77871090, 67405942, 67479675, 67476094]",58
