frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,batch,track_id,hit_IDs,tid,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits_y,correct_track
7436,6613597,[24.39854519],[22.48344025],[0.22564126],[-0.48354967],6,,,,,,,,,,
7437,6621526,[24.25462464],[20.57888666],[-0.30386539],[0.89912396],6,,,,,,,,,,
7437,6621528,[25.12223948],[24.66373097],[0.11078023],[-0.86734561],40,,,,,,,,,,
7437,6602195,[5.84785663],[5.56667084],[-0.16754145],[-0.87734374],5,,,,,,,,,,
7437,6563753,[26.00719169],[17.94370757],[-0.44314998],[-0.25541029],4,,,,,,,,,,
7438,6622204,[28.21933123],[25.57037792],[0.24661751],[-0.44471044],6,,,,,,,,,,
7439,6623144,[21.17269808],[21.02084072],[-0.06147295],[1.12112417],6,,,,,,,,,,
7439,6598795,[21.53074928],[21.43445902],[0.05723425],[0.01415373],27,,,,,,,,,,
7439,6616929,[26.08360528],[26.04920403],[0.03329563],[1.23586931],11,,,,,,,,,,
7440,6623323,[16.34789101],[16.33724983],[-0.01511031],[0.77866968],10,,,,,,,,,,
7440,6574308,[25.682511],[17.18425582],[0.46860999],[0.95151974],4,,,,,,,,,,
7440,6525634,[19.15107691],[19.14107841],[0.02275162],[-1.22634369],26,,,,,,,,,,
7440,6554955,[18.25710276],[14.76903393],[0.35273678],[-0.58352677],6,,,,,,,,,,
7441,6597565,[24.63048514],[15.20881151],[-0.49623083],[0.73290304],4,,,,,,,,,,
7441,6602228,[11.30427117],[9.37459869],[-0.32339164],[0.52257565],6,,,,,,,,,,
7441,6625285,[21.27131087],[13.29632602],[-0.49086784],[-0.71598532],5,,,,,,,,,,
7442,6624559,[23.69463592],[14.80825118],[-0.49094701],[0.34846068],6,,,,,,,,,,
7442,6626378,[21.75744489],[21.47020985],[-0.08518061],[1.50777517],6,,,,,,,,,,
7442,6561665,[18.21607337],[16.21308299],[-0.25716413],[-0.57170504],4,,,,,,,,,,
7443,6627502,[24.26868499],[20.73563528],[-0.2975669],[-0.69085452],6,,,,,,,,,,
7444,6596687,[28.56350784],[28.08853122],[-0.09622091],[0.29984014],8,,,,,,,,,,
7444,6510191,[11.55909897],[11.22208081],[0.13887198],[-0.3015213],10,,,,,,,,,,
7444,6628156,[21.91853292],[21.71436172],[-0.07074841],[-0.62580185],6,,,,,,,,,,
7446,6623406,[26.35772559],[19.73800383],[-0.39615201],[1.69818459],8,,,,,,,,,,
7447,6616914,[22.30609574],[15.2826805],[0.45655694],[-0.00276445],6,,,,,,,,,,
7447,6619505,[13.55056153],[13.23203094],[-0.1154025],[0.94853161],6,,,,,,,,,,
7447,6552734,[21.21762787],[16.66253092],[-0.36467605],[-1.23619419],6,,,,,,,,,,
7447,6630191,[25.6474499],[16.86348583],[-0.46745741],[-1.20258963],4,,,,,,,,,,
7447,6616057,[23.17187867],[18.35316053],[0.36834105],[-0.2495848],6,,,,,,,,,,
7448,6512352,[5.21302773],[5.04297619],[-0.13696064],[1.67498588],4,,,,,,,,,,
7448,6629744,[23.2634401],[17.05978114],[0.41868207],[-0.19664953],6,,,,,,,,,,
7448,6630361,[28.29573327],[21.22758987],[0.4047448],[1.44836117],5,,,,,,,,,,
7449,6632452,[6.58461356],[6.38397568],[0.14189691],[1.42789273],6,,,,,,,,,,
7450,6627735,[27.09972362],[18.21327201],[-0.45665652],[1.02558931],4,,,,,,,,,,
7450,6632886,[21.41010922],[16.40526224],[-0.38141382],[1.16481361],7,,,,,,,,,,
7450,6632265,[28.46093091],[26.5024008],[0.21140878],[1.62270476],6,,,,,,,,,,
7450,6625644,[20.13796817],[19.35530336],[-0.14996932],[-0.64769837],6,,,,,,,,,,
7451,6612786,[19.96521317],[8.64648724],[-0.61671526],[-0.92130739],7,,,,,,,,,,
7452,6628396,[18.99963121],[17.31916787],[0.23943063],[0.0552844],7,,,,,,,,,,
7452,6630412,[25.75684567],[19.55576265],[-0.38739251],[1.59663884],6,,,,,,,,,,
7452,6627690,[15.55422598],[15.26381734],[-0.10227359],[1.46694432],12,,,,,,,,,,
7453,6633618,[15.86870394],[15.80230987],[-0.04579171],[-1.60279473],55,,,,,,,,,,
7453,6635117,[28.4459543],[24.90197586],[0.28412002],[-0.82210598],7,,,,,,,,,,
7453,6632339,[10.17176602],[10.08579384],[-0.0671649],[0.01373778],6,,,,,,,,,,
7454,6635906,[28.20309809],[24.96385723],[0.2727637],[-1.11469262],6,,,,,,,,,,
7454,6628447,[18.03913627],[13.02317836],[0.42788713],[-0.86211875],6,,,,,,,,,,
7454,6630340,[24.59383397],[19.92575062],[-0.34182236],[0.92939666],4,,,,,,,,,,
7454,6636198,[10.55589575],[10.01514354],[-0.17310278],[-0.10039797],4,,,,,,,,,,
7455,6636715,[22.54903441],[22.52741661],[-0.01937653],[1.60885113],11,,,,,,,,,,
7455,6626565,[18.1334194],[17.94787593],[0.08411871],[1.45749149],18,,,,,,,,,,
7455,6580986,[18.76318785],[17.74637845],[-0.17820679],[-1.03591963],6,,,,,,,,,,
7455,6636714,[21.75154402],[19.34731449],[0.2675821],[-0.41222334],6,,,,,,,,,,
7456,6632329,[21.39099435],[21.25818724],[0.06657774],[1.45383754],25,,,,,,,,,,
7457,6638264,[23.75275684],[13.01611484],[0.55333426],[0.36805302],5,,,,,,,,,,
7457,6636164,[18.79676077],[18.66039215],[-0.06185518],[-0.36078069],6,,,,,,,,,,
7457,6616043,[21.20446275],[12.00047324],[-0.53164476],[0.10489386],4,,,,,,,,,,
7457,6548505,[13.55456274],[7.20057674],[-0.55467015],[-1.10226492],4,,,,,,,,,,
7458,6623311,[17.86413983],[17.78726026],[0.05623777],[0.59378707],7,,,,,,,,,,
7458,6593428,[17.98757147],[16.17808119],[0.25528749],[1.07589442],8,,,,,,,,,,
7458,6533661,[8.46191355],[8.23556339],[0.13320566],[-1.54729355],31,,,,,,,,,,
7459,6619487,[25.93629046],[25.88652317],[-0.02943217],[0.30476389],15,,,,,,,,,,
7459,6620664,[28.0603111],[25.7456019],[0.23126869],[-0.73053275],13,,,,,,,,,,
7460,6630334,[15.54447779],[14.86087716],[0.16964215],[0.46889777],20,,,,,,,,,,
7460,6628409,[27.71305231],[26.89863573],[-0.12966122],[-0.02897737],15,,,,,,,,,,
7460,6640913,[8.90858896],[8.12515104],[0.2387839],[-0.25122525],10,,,,,,,,,,
7460,6639480,[19.03396639],[18.62945921],[0.11918854],[-0.49336929],16,,,,,,,,,,
7461,6641688,[24.14071522],[24.0748703],[0.04575615],[0.3755066],17,,,,,,,,,,
7461,6641689,[7.45593965],[7.10406908],[0.17563713],[-0.36872836],8,,,,,,,,,,
7461,6597455,[10.03975525],[9.85047106],[0.11253505],[1.14385387],6,,,,,,,,,,
7461,6641687,[26.88884282],[26.58289854],[-0.07871604],[-1.50904348],7,,,,,,,,,,
7462,6592760,[19.81653845],[16.9840904],[-0.29474186],[-1.27389781],6,,,,,,,,,,
7463,6599532,[28.41950558],[28.41737533],[0.01164112],[-1.16306038],4,,,,,,,,,,
7463,6629293,[23.12494138],[18.19704527],[0.3729797],[-1.55795086],4,,,,,,,,,,
7463,6623360,[18.83143432],[18.8220877],[-0.01257735],[-1.11389019],4,,,,,,,,,,
7464,6577582,[17.36541138],[17.34409561],[-0.02256635],[1.68801683],26,,,,,,,,,,
7464,6618003,[27.31204758],[19.90431601],[-0.41264386],[-0.5554982],6,,,,,,,,,,
7465,6550371,[18.06058261],[18.00925068],[-0.03688116],[-0.49471582],20,,,,,,,,,,
7467,6608532,[16.30413645],[16.05014969],[0.10270029],[0.93737367],13,,,,,,,,,,
7467,6571907,[22.74655249],[22.16805802],[0.1299695],[1.02748524],13,,,,,,,,,,
7467,6628455,[20.24665492],[20.21877678],[0.03391544],[-0.40384257],18,,,,,,,,,,
7467,6607044,[19.90712382],[19.19967165],[-0.14315148],[1.30333558],8,,,,,,,,,,
7467,6449351,[22.35588189],[21.93080434],[0.11297981],[1.48855641],9,,,,,,,,,,
7468,6616023,[22.38380004],[19.97131432],[0.26422657],[-1.3556624],7,,,,,,,,,,
7469,6649494,[27.24063343],[23.8103019],[0.28565247],[0.18412897],6,,,,,,,,,,
7469,6597551,[20.12342573],[20.11938555],[0.01595609],[-1.26120136],78,,,,,,,,,,
7471,6626536,[21.48600894],[17.81357911],[-0.32357398],[0.89887965],6,,,,,,,,,,
7472,6652254,[26.21255634],[22.45554805],[0.3048843],[0.68907332],10,,,,,,,,,,
7472,6648702,[23.75535998],[19.02430708],[-0.35055853],[1.21465973],7,,,,,,,,,,
7472,6633719,[20.49016459],[11.7568845],[0.53609254],[-1.19346668],7,,,,,,,,,,
7472,6618688,[19.10775323],[12.78614695],[-0.45885631],[-1.44799492],6,,,,,,,,,,
7472,6626517,[19.74243439],[17.88322965],[0.24702263],[-0.92708541],6,,,,,,,,,,
7473,6643740,[5.38250234],[5.13854219],[-0.16248923],[0.82094216],8,,,,,,,,,,
7473,6653361,[25.87427684],[25.15766147],[-0.12571472],[0.07973026],9,,,,,,,,,,
7474,6634375,[23.95018729],[15.83530966],[-0.46476194],[0.37686755],6,,,,,,,,,,
7474,6650725,[24.21125162],[22.3412206],[-0.214119],[-1.11454724],4,,,,,,,,,,
7474,6633691,[12.33692186],[11.82228304],[0.16532479],[-0.92556363],9,,,,,,,,,,
7474,6638496,[19.66159981],[19.54342004],[-0.0558585],[0.17730311],5,,,,,,,,,,
7475,6647611,[9.58835295],[8.23343021],[0.30275952],[0.62220835],8,,,,,,,,,,
7475,6605764,[18.07566421],[16.12671306],[-0.2545594],[0.02812687],7,,,,,,,,,,
7475,6584928,[22.81265953],[22.31778893],[-0.11064283],[-0.10547887],7,,,,,,,,,,
7476,6641126,[17.64695341],[16.76810535],[0.18029848],[0.17285824],7,,,,,,,,,,
7476,6637809,[26.63080703],[19.68340651],[-0.40421159],[-1.2393251],4,,,,,,,,,,
7476,6568230,[25.56215182],[23.65231346],[0.22019018],[-0.81863561],6,,,,,,,,,,
7476,6600276,[28.85967697],[18.78721842],[-0.47222874],[-0.59287201],5,,,,,,,,,,
7477,6583544,[5.67371771],[5.58448423],[-0.09346981],[-1.18893598],11,,,,,,,,,,
7477,6631351,[11.44621266],[9.68815836],[0.31576062],[-0.68574052],6,,,,,,,,,,
7477,6653605,[25.87743893],[25.63550764],[0.08061316],[-1.53022871],5,,,,,,,,,,
7478,6658203,[5.22793029],[5.22019695],[-0.02525859],[0.62847458],22,,,,,,,,,,
7479,6659221,[25.66130494],[21.27587065],[0.33327034],[0.4219596],6,,,,,,,,,,
7479,6635446,[20.12152248],[19.90012205],[0.0870548],[-0.94232471],16,,,,,,,,,,
7479,6643830,[15.46335426],[15.3231935],[0.07945235],[-0.85210069],20,,,,,,,,,,
7479,6600299,[12.59875921],[11.51668126],[0.23597607],[0.6430114],6,,,,,,,,,,
7479,6601279,[17.62327079],[11.37168418],[0.48614141],[-1.38912522],7,,,,,,,,,,
7479,6640322,[13.99223756],[9.73057313],[0.44871332],[-0.75039155],7,,,,,,,,,,
7479,6658947,[19.26597943],[15.2523022],[0.36868839],[-0.82409933],6,,,,,,,,,,
7479,6647589,[14.77965092],[7.55227873],[-0.56778815],[1.41139738],4,,,,,,,,,,
7480,6659948,[24.81384922],[23.66881321],[-0.16394848],[0.13648825],10,,,,,,,,,,
7480,6645712,[22.25593794],[17.99702643],[-0.34329057],[0.80027466],6,,,,,,,,,,
7481,6624527,[14.20564279],[9.64626527],[0.46119711],[0.39594709],6,,,,,,,,,,
7481,6661143,[17.01442095],[7.93637181],[-0.59604337],[-0.70685738],5,,,,,,,,,,
7481,6661485,[6.73440658],[6.35178208],[0.19240087],[-0.88474802],4,,,,,,,,,,
7482,6615954,[28.49031561],[20.21415364],[0.43771805],[1.71502986],4,,,,,,,,,,
7483,6601270,[9.28058794],[9.18177529],[0.08572357],[-1.20487464],38,,,,,,,,,,
7483,6662250,[26.34779401],[22.1827993],[-0.31062572],[1.66555126],6,,,,,,,,,,
7483,6650758,[22.13037769],[22.04173428],[0.05442425],[-1.35614734],10,,,,,,,,,,
7483,6654360,[19.86487525],[13.104014],[-0.46589245],[-0.90658691],6,,,,,,,,,,
7484,6608618,[28.38930319],[17.98933578],[-0.48473849],[-0.2545461],4,,,,,,,,,,
7484,6663936,[25.59375029],[24.33862578],[0.17893344],[-1.60964442],11,,,,,,,,,,
7485,6634274,[24.96662931],[21.82590172],[-0.27577917],[1.70471332],6,,,,,,,,,,
7485,6626556,[24.22692493],[15.4174628],[-0.48280344],[1.69323847],4,,,,,,,,,,
7486,6666463,[17.07884691],[14.65012014],[0.30369354],[1.52720047],4,,,,,,,,,,
7487,6648678,[23.51574489],[23.51251575],[-0.00430961],[-0.90022662],100,,,,,,,,,,
7487,6614292,[5.72806568],[5.00603694],[-0.27616263],[1.67610256],4,,,,,,,,,,
7487,6666826,[24.79419673],[24.60180697],[0.07386452],[-0.3148972],8,,,,,,,,,,
7488,6637789,[22.35652814],[11.5281251],[-0.56474883],[1.18387737],6,,,,,,,,,,
7488,6605757,[24.98694446],[21.70245394],[0.29188301],[-0.37106056],8,,,,,,,,,,
7488,6647585,[23.59061694],[22.95295754],[-0.1241295],[-1.47586454],4,,,,,,,,,,
7489,6646764,[24.44425071],[16.56136237],[0.46231419],[0.58032209],6,,,,,,,,,,
7489,6617991,[27.91685451],[23.82475997],[0.30835494],[0.13900034],7,,,,,,,,,,
7489,6669126,[6.13257516],[6.12055307],[0.03953951],[1.16807771],17,,,,,,,,,,
7489,6649812,[27.59339408],[16.10431578],[-0.51966342],[-1.40668312],5,,,,,,,,,,
7491,6670481,[12.59314091],[12.57600842],[-0.02401582],[-0.84826725],26,,,,,,,,,,
7492,6671401,[19.21360159],[11.24982154],[-0.5183998],[1.17644859],7,,,,,,,,,,
7492,6671403,[15.05191208],[14.72962041],[-0.10989644],[-1.25248026],14,,,,,,,,,,
7493,6664175,[28.2318976],[26.28499279],[0.21163123],[0.47761927],7,,,,,,,,,,
7493,6672516,[22.55043331],[19.94813584],[0.27341713],[-1.52418805],6,,,,,,,,,,
7493,6616009,[27.84759952],[26.58685815],[0.17205891],[-1.22086483],6,,,,,,,,,,
7493,6666326,[18.18315075],[11.01213581],[0.51427252],[-1.02863089],7,,,,,,,,,,
7494,6673683,[18.74862663],[16.9955712],[0.24614745],[0.90914121],6,,,,,,,,,,
7495,6674171,[24.84379317],[24.71701236],[0.06080849],[0.65572376],37,,,,,,,,,,
7496,6666284,[10.31960839],[8.51297272],[-0.32769859],[0.05748777],5,,,,,,,,,,
7496,6626542,[24.25587877],[24.17568633],[0.04988687],[1.22594307],20,,,,,,,,,,
7496,6674892,[26.82108625],[26.6083978],[-0.06489116],[1.56319979],12,,,,,,,,,,
7496,6648817,[15.84103036],[14.68307857],[-0.20810549],[-0.83866084],10,,,,,,,,,,
7497,6642882,[5.18592595],[5.11439394],[-0.08721426],[0.95995962],10,,,,,,,,,,
7497,6568815,[25.53199756],[22.74049601],[0.2661229],[-1.21790286],9,,,,,,,,,,
7498,6574237,[17.56553043],[17.51962802],[0.04489102],[-0.01409363],4,,,,,,,,,,
7499,6673954,[25.85955069],[18.38140486],[0.43669423],[0.74739902],4,,,,,,,,,,
7499,6677391,[12.18877316],[9.44186654],[0.38388369],[1.10263314],5,,,,,,,,,,
7499,6677389,[25.0022172],[24.98820573],[0.02339604],[-0.20057601],49,,,,,,,,,,
7499,6677390,[21.2962573],[19.50702323],[-0.22366192],[1.73183032],6,,,,,,,,,,
7500,6582857,[24.31411363],[20.95333289],[0.29936272],[0.78519513],7,,,,,,,,,,
7500,6678375,[27.18510823],[27.10628579],[-0.03729789],[-0.84334252],16,,,,,,,,,,
7500,6653516,[19.02051048],[11.46732586],[-0.50643876],[-1.43510635],5,,,,,,,,,,
7501,6679151,[16.60332589],[11.36443436],[0.45708182],[0.84424596],7,,,,,,,,,,
7501,6668067,[28.05534733],[28.04870177],[-0.00718435],[-0.21088088],146,,,,,,,,,,
7501,6679153,[20.35712232],[20.25759513],[-0.0498953],[-0.2448035],6,,,,,,,,,,
7502,6680150,[11.22915169],[6.97741665],[0.50328054],[0.02688065],4,,,,,,,,,,
7502,6680148,[24.56704394],[24.45552946],[0.05762446],[1.3657429],10,,,,,,,,,,
7502,6680149,[22.69085862],[19.77082278],[-0.27905997],[-0.50337428],6,,,,,,,,,,
7502,6672769,[22.41461473],[20.65697188],[-0.21580519],[-0.85785856],4,,,,,,,,,,
7503,6670729,[24.546138],[16.36474914],[0.47040459],[0.57207829],4,,,,,,,,,,
7503,6674312,[17.83646295],[15.60361803],[-0.27509101],[-1.1914506],7,,,,,,,,,,
7503,6615245,[21.9753253],[17.59171458],[0.36058611],[-0.36311053],6,,,,,,,,,,
7504,6657353,[9.56524142],[6.884452],[0.42970072],[-0.00392352],5,,,,,,,,,,
7504,6671644,[25.13361478],[21.28168062],[-0.30564842],[1.40970219],6,,,,,,,,,,
7504,6676822,[28.20419695],[23.25862399],[-0.32792202],[0.81045949],6,,,,,,,,,,
7504,6675756,[20.7178429],[20.14501034],[0.13533435],[-0.864181],51,,,,,,,,,,
7505,6682920,[23.99820426],[17.74330985],[-0.40402007],[0.25438046],7,,,,,,,,,,
7506,6642891,[27.74436007],[27.72721965],[-0.01459425],[-1.02949253],4,,,,,,,,,,
7507,6669244,[18.97948696],[18.91544968],[0.05034853],[-1.71639948],16,,,,,,,,,,
7508,6685885,[25.29226544],[11.56036109],[-0.6018651],[-1.6255688],5,,,,,,,,,,
7508,6685884,[26.33259831],[12.44354584],[0.60191071],[-0.20318295],4,,,,,,,,,,
7509,6686596,[18.16639062],[12.74037058],[0.44413991],[0.9795464],5,,,,,,,,,,
7509,6684076,[15.55392504],[15.26387009],[-0.10220917],[-0.705447],7,,,,,,,,,,
7510,6677613,[15.36002948],[13.88960136],[0.24905886],[1.17538958],6,,,,,,,,,,
7510,6687557,[12.41119412],[4.01769686],[-0.68223441],[-1.72181392],4,,,,,,,,,,
7511,6687340,[28.88926115],[24.16088086],[-0.31631697],[-0.34960964],9,,,,,,,,,,
7512,6687870,[22.63458215],[13.58083104],[-0.50842927],[0.3095808],6,,,,,,,,,,
7513,6685161,[26.61799612],[21.35294553],[-0.34929843],[0.34846676],6,,,,,,,,,,
7513,6597445,[26.65772665],[26.34768995],[-0.07963897],[-0.98263308],23,,,,,,,,,,
7514,6690465,[20.80971509],[18.76166489],[-0.24278202],[0.44984481],6,,,,,,,,,,
7514,6641142,[25.65743756],[24.73832203],[0.15347065],[0.85600228],6,,,,,,,,,,
7514,6661396,[20.2665844],[19.98216377],[-0.08798282],[-0.5367167],9,,,,,,,,,,
7514,6663033,[24.28516113],[24.10243578],[-0.06308153],[-0.59811843],4,,,,,,,,,,
7515,6660117,[20.17932234],[15.32896729],[0.39679705],[0.31499256],5,,,,,,,,,,
7516,6686827,[27.62565707],[19.32341019],[-0.43581977],[1.11244441],4,,,,,,,,,,
7516,6568236,[26.5091235],[23.2758586],[-0.27138105],[-1.57163218],7,,,,,,,,,,
7516,6692057,[12.32006049],[11.41308935],[-0.20887944],[-0.24498131],6,,,,,,,,,,
7517,6667968,[18.48838622],[16.28325033],[-0.26825708],[-1.66946564],6,,,,,,,,,,
7518,6693402,[21.65186604],[21.56039482],[-0.04603541],[-0.19643848],39,,,,,,,,,,
7519,6691370,[25.64846193],[25.11757548],[-0.10795404],[1.0340524],8,,,,,,,,,,
7519,6694411,[14.42910767],[11.60786991],[-0.34721072],[1.06561435],7,,,,,,,,,,
7519,6651583,[29.17465612],[21.55547591],[-0.40443753],[-0.77091438],5,,,,,,,,,,
7519,6694412,[24.41098406],[23.87345017],[-0.11151348],[-0.90702891],9,,,,,,,,,,
7520,6677683,[26.04697152],[19.72128715],[-0.38917661],[1.35775471],7,,,,,,,,,,
7520,6663029,[16.59658518],[15.64855236],[0.19286901],[1.44865781],6,,,,,,,,,,
7522,6688995,[27.64359573],[26.68268819],[0.15123716],[-1.37847923],6,,,,,,,,,,
7523,6587151,[22.35763701],[17.17157662],[-0.37985717],[0.30021664],6,,,,,,,,,,
7523,6691421,[16.08096069],[15.24580284],[0.1840507],[1.09638424],4,,,,,,,,,,
7523,6697761,[25.52735558],[23.98644421],[-0.1884448],[-1.10922937],6,,,,,,,,,,
7524,6698444,[19.74225249],[9.90181956],[0.58354734],[-1.10287693],6,,,,,,,,,,
7524,6637839,[12.45654991],[9.59389404],[-0.3780313],[-0.28978671],5,,,,,,,,,,
7524,6673909,[23.2376548],[5.82642309],[-0.72435364],[0.17929824],4,,,,,,,,,,
7524,6657334,[22.77473173],[11.16738089],[-0.58095809],[-0.03299872],4,,,,,,,,,,
7525,6629787,[15.6811939],[12.27900802],[0.37644864],[-0.15874607],6,,,,,,,,,,
7526,6681279,[25.67561092],[22.95357191],[0.26205517],[-0.00573286],6,,,,,,,,,,
7526,6700217,[24.21845385],[17.5888044],[0.4244078],[-1.12742797],5,,,,,,,,,,
7526,6692873,[24.67695826],[9.92554614],[-0.63550049],[-1.46042669],7,,,,,,,,,,
7526,6649751,[15.5501445],[14.51988462],[-0.1977722],[-0.58388429],4,,,,,,,,,,
7527,6700793,[28.0154858],[24.0560351],[-0.29300438],[1.10568135],12,,,,,,,,,,
7528,6611831,[12.69516635],[6.03689827],[0.6001063],[-1.35291176],4,,,,,,,,,,
7528,6693590,[22.44360597],[18.01129405],[0.35874113],[-1.29618978],6,,,,,,,,,,
7528,6701506,[23.70978862],[18.07127683],[0.39461516],[-1.05066271],6,,,,,,,,,,
7528,6701504,[18.92872285],[12.27699676],[-0.47399485],[0.11596122],6,,,,,,,,,,
7529,6653471,[14.8488205],[11.42940305],[-0.37842718],[0.38101201],6,,,,,,,,,,
7529,6698719,[23.34441694],[18.91001916],[0.35169179],[0.48554608],6,,,,,,,,,,
7530,6699730,[18.33292661],[18.28515135],[-0.03510788],[1.63463393],10,,,,,,,,,,
7531,6622487,[7.84007458],[7.27266792],[-0.20706623],[0.6770534],53,,,,,,,,,,
7531,6704016,[25.95282349],[25.11220173],[0.14613126],[1.22685187],8,,,,,,,,,,
7531,6686779,[16.35960256],[11.8255817],[0.42716287],[-1.14850138],6,,,,,,,,,,
7531,6639489,[9.36534932],[6.32768721],[-0.4540681],[-0.61268228],4,,,,,,,,,,
7532,6671589,[21.97285022],[21.91882929],[-0.03395926],[1.28548789],10,,,,,,,,,,
7533,6705418,[18.46335354],[10.46253844],[-0.53116828],[-1.69835886],4,,,,,,,,,,
7533,6685261,[15.02540028],[14.90080766],[0.0762013],[-0.64594675],6,,,,,,,,,,
7534,6676806,[29.17762989],[29.17332282],[-0.00464716],[0.34249009],73,,,,,,,,,,
7534,6689949,[9.78847164],[8.65161306],[-0.26460961],[0.60250073],6,,,,,,,,,,
7534,6671577,[21.57868802],[18.78581789],[-0.27989459],[1.42741333],5,,,,,,,,,,
7534,6658397,[27.76101076],[23.11265316],[-0.32010416],[-0.91164677],6,,,,,,,,,,
7534,6698727,[13.35990386],[13.11016408],[-0.10234112],[0.82687498],13,,,,,,,,,,
7535,6664131,[24.08412161],[22.48200331],[-0.19817447],[-0.95162068],4,,,,,,,,,,
7536,6680423,[26.6129425],[26.61251753],[0.00173559],[-1.14639805],33,,,,,,,,,,
7536,6703511,[22.86520277],[12.75910217],[-0.53694489],[0.81311951],5,,,,,,,,,,
7537,6705615,[11.80583758],[10.352557],[-0.27271809],[1.72811214],5,,,,,,,,,,
7537,6702490,[27.18119468],[21.21405655],[-0.36897908],[-0.64249825],9,,,,,,,,,,
7538,6710281,[27.21744567],[26.69356468],[-0.10391518],[-0.84724087],6,,,,,,,,,,
7538,6710454,[15.32271132],[9.05588491],[0.52438229],[-1.5622326],5,,,,,,,,,,
7539,6648734,[17.46711353],[16.53015805],[-0.17726763],[-0.21099013],4,,,,,,,,,,
7539,6655450,[17.08533027],[16.21150053],[0.1826699],[0.47186241],8,,,,,,,,,,
7540,6711201,[22.16795841],[22.11420816],[-0.03369092],[1.22703733],6,,,,,,,,,,
7540,6706709,[19.05864811],[19.04748746],[-0.01408103],[1.70703016],33,,,,,,,,,,
7540,6688974,[28.18422506],[28.05345863],[0.05820519],[-0.34106768],9,,,,,,,,,,
7540,6640308,[19.72409687],[9.38318766],[0.59993868],[1.20737953],5,,,,,,,,,,
7541,6659170,[21.70743126],[17.8547695],[0.33973946],[-0.78057528],6,,,,,,,,,,
7542,6697104,[27.17917065],[26.77714636],[0.10018679],[-1.28263407],5,,,,,,,,,,
7543,6714104,[21.24616741],[20.8430735],[0.11286178],[-1.6474037],8,,,,,,,,,,
7543,6714970,[23.45612573],[8.95885173],[0.65743436],[-0.39126072],5,,,,,,,,,,
7544,6595493,[15.13205588],[15.11936343],[0.02753825],[0.75558224],29,,,,,,,,,,
7544,6681167,[24.44006839],[23.47972425],[0.16055073],[-1.53801606],8,,,,,,,,,,
7544,6715793,[13.55557891],[12.92974042],[-0.16400527],[-0.55769031],9,,,,,,,,,,
7545,6716697,[11.28411976],[10.97646128],[-0.12470507],[1.10264968],10,,,,,,,,,,
7545,6707817,[24.97794538],[24.83348494],[0.06442476],[0.29195529],6,,,,,,,,,,
7546,6596655,[19.55232945],[4.19639705],[0.75465253],[-0.60035264],13,,,,,,,,,,
7546,6711252,[25.35835245],[23.66739578],[-0.19842126],[0.82719595],4,,,,,,,,,,
7547,6704810,[19.32007957],[19.31680241],[0.01505949],[-1.08329717],88,,,,,,,,,,
7547,6675789,[14.98444086],[12.78600822],[-0.29879193],[-0.85381652],6,,,,,,,,,,
7548,6715173,[24.21988237],[10.8138676],[-0.60843513],[0.50592038],5,,,,,,,,,,
7549,6707878,[10.65538498],[9.67835386],[-0.23406049],[-0.82498904],6,,,,,,,,,,
7551,6648728,[19.28495202],[11.03089365],[-0.52757622],[1.30176766],6,,,,,,,,,,
7552,6709581,[19.08436347],[19.07854974],[0.01852747],[-1.09656561],35,,,,,,,,,,
7554,6716885,[24.83380576],[24.11235607],[-0.12888672],[0.48527747],5,,,,,,,,,,
7554,6692151,[22.67653603],[13.19783824],[-0.52078139],[0.47930212],4,,,,,,,,,,
7555,6708778,[23.50151167],[22.36690436],[0.17756569],[0.30527149],10,,,,,,,,,,
7555,6725732,[23.66165885],[22.55257092],[-0.16528575],[-1.51339903],6,,,,,,,,,,
7556,6726380,[25.13756817],[24.58955601],[0.12065664],[1.48764402],7,,,,,,,,,,
7556,6665522,[14.80051373],[14.78202629],[-0.02280764],[-1.398236],22,,,,,,,,,,
